topword	middleword	bottomword	chose_topword
to know	to read	a roof	1
a cheek	 source	to grow	0
a teacher	to grow	 source	1
to grow	a teacher	a corner	1
a roof	to read	a shelf	0
a nest	a shelf	to read	1
a shelf	a nest	to choose	1
a box	 soft	to deceive	1
 soft	a box	to lose	1
 dish	a picture	a toe	0
 grief	a toe	a picture	1
a toe	 grief	to destroy	0
a mistake	to destroy	 grief	1
to destroy	a mistake	a bed	1
blue	 thin	black	0
a business	black	 thin	0
red	to speak	a shelf	0
a nest	a shelf	to speak	1
a shelf	a nest	to choose	1
a mistake	to destroy	to add	1
to destroy	a mistake	to grow	1
a grandfather	to seek	a table	0
a vein	a table	to seek	1
a table	a vein	 power	0
 life	 power	a vein	1
 power	 life	a woman	1
to bother	to add	to seek	0
a table	to seek	to add	0
an arm	the ground	a heel	0
 grief	a heel	the ground	1
a heel	 grief	to destroy	0
a mistake	to destroy	 grief	1
to destroy	a mistake	a bed	1
a business	white	a story	0
a roof	a story	white	1
a story	a roof	 weak	0
yellow	 weak	a roof	0
to deceive	 gentle	a box	0
to lose	a box	 gentle	0
 sick	pink	 meat	0
to hear	 meat	pink	0
a shelf	to hear	to read	0
a roof	to read	to hear	0
a teacher	to grow	 thin	0
black	 thin	to grow	0
a corner	to teach	 cheap	0
 noise	 cheap	to teach	1
 cheap	 noise	to know	0
 chest	to know	 noise	0
white	 under	 weak	0
yellow	 weak	 under	0
to carry	a collar	 country	1
a collar	to carry	pink	1
to deceive	 gentle	a box	0
to lose	a box	 gentle	1
a box	to lose	a needle	0
 power	a needle	to lose	0
orange	a chair	a vein	1
a chair	orange	a gift	0
a fish	a gift	orange	0
 dirt	a cloud	to sell	1
a cloud	 dirt	a heel	0
a collar	a heel	 dirt	0
pink	 weight	 thin	0
blue	 thin	 weight	0
to hear	a fish	 clothes	1
a fish	to hear	a shelf	1
a story	white	 meat	0
to hear	 meat	white	0
a knife	 powerful	 life	1
 powerful	a knife	brown	0
 soft	brown	a knife	1
brown	 soft	a box	1
a knife	 powerful	 life	0
gray	 life	 powerful	0
to read	to forget	to seek	0
a table	to seek	to forget	0
a knife	 powerful	 life	0
a woman	 life	 powerful	0
 truth	a leg	to eat	0
 gentle	to eat	a leg	0
a shirt	 famous	a knife	1
 famous	a shirt	 country	1
a nest	a shelf	a vein	1
a shelf	a nest	to choose	1
 hair	 naked	white	0
a table	white	 naked	0
black	a shoe	a collar	0
a ladder	a collar	a shoe	0
 hair	 naked	white	0
a table	white	 naked	0
to sell	to forget	a heel	1
to forget	to sell	to deceive	0
 weak	to deceive	to sell	0
to arrive	a bed	a toe	0
a shirt	a toe	a bed	1
a toe	a shirt	white	0
a mistake	white	a shirt	0
a vein	 dirt	a woman	1
 dirt	a vein	a teacher	1
 cheap	 pain	brown	0
a shelf	brown	 pain	1
brown	a shelf	 under	1
blue	to grow	to carry	0
green	to carry	to grow	0
 clever	 soft	 gentle	0
a shoe	 gentle	 soft	0
a leg	 country	 chest	0
to destroy	 chest	 country	0
a mistake	white	 people	0
to sell	 people	white	0
an item	the ground	a vein	0
a teacher	a vein	the ground	0
 life	 memory	brown	1
 memory	 life	to read	1
a toe	a pillow	to arrive	1
a pillow	a toe	to add	0
 week	to add	a toe	1
to add	 week	to know	0
to sell	to know	 week	1
to know	to sell	to deceive	0
a shirt	a toe	black	0
 dish	black	a toe	0
a mistake	black	 grief	0
brown	 grief	black	0
a reason	 sad	yellow	1
 sad	a reason	to speak	0
to eat	to speak	a reason	1
to speak	to eat	 meat	0
a box	 meat	to eat	0
to add	a leg	red	1
a leg	to add	 week	0
to know	 week	to add	0
an arm	to steal	 weak	0
a pillow	 weak	to steal	0
 hair	 naked	white	0
a mistake	white	 naked	0
to deceive	 cheap	orange	1
 cheap	to deceive	 pain	0
brown	 pain	to deceive	0
 thick	purple	 grief	0
brown	 grief	purple	0
a thigh	 weight	blue	1
 weight	a thigh	to destroy	1
to win	to lose	a thigh	1
to lose	to win	blue	1
 weight	to read	purple	1
to read	 weight	a thigh	0
a month	a thigh	 weight	0
 country	a table	 under	0
to believe	 under	a table	0
 other	to bother	to sell	0
 weak	to sell	to bother	0
a gift	 child	 milk	1
 child	a gift	to lose	1
yellow	 sick	a reason	1
 sick	yellow	 naked	1
to believe	 under	a cheek	0
to melt	a cheek	 under	0
black	a shoe	a collar	0
a ladder	a collar	a shoe	0
to forget	a needle	a corner	0
a knife	a corner	a needle	1
a corner	a knife	 meat	0
a box	 meat	a knife	0
a chair	 meat	a box	0
to lose	a box	 meat	0
a cheek	a roof	a story	0
 clothes	a story	a roof	1
a story	 clothes	white	0
a family	white	 clothes	0
 sick	a grandfather	 power	1
a grandfather	 sick	yellow	0
 dish	yellow	 sick	0
 under	a table	 country	1
a table	 under	to believe	1
a cloud	to melt	to bother	0
 other	to bother	to melt	0
 money	a gift	to lose	1
a gift	 money	to hear	1
 milk	a teacher	a boot	1
a teacher	 milk	a message	0
to disturb	a message	 milk	1
a message	to disturb	an arm	1
the ground	 power	 soft	1
 power	the ground	an item	0
a needle	an item	the ground	1
an item	a needle	a corner	0
a knife	a corner	a needle	1
a corner	a knife	to forget	1
a shelf	brown	 noise	1
brown	a shelf	pink	1
a roof	 hair	white	0
a mistake	white	 hair	0
 grass	a month	to know	0
to sell	to know	a month	0
a boot	to teach	 milk	0
 meat	 milk	to teach	1
 milk	 meat	a box	0
pink	a box	 meat	0
a teacher	a vein	a corner	0
pink	a corner	a vein	0
a mistake	white	 people	0
 chest	 people	white	0
to melt	a nose	a grandfather	0
 sick	a grandfather	a nose	1
a grandfather	 sick	a reason	1
a gift	 child	 milk	1
 child	a gift	 money	0
to hear	 money	a gift	0
an item	the ground	a vein	1
the ground	an item	a needle	0
a corner	a needle	an item	0
 sick	a grandfather	 power	1
a grandfather	 sick	yellow	0
a mistake	yellow	 sick	0
a corner	a vein	a teacher	1
a vein	a corner	a knife	0
to forget	a knife	a corner	0
 pain	to deceive	 weak	1
to deceive	 pain	 cheap	1
 truth	a woman	a gift	0
 money	a gift	a woman	1
a gift	 money	to hear	1
 people	gray	a mistake	0
 memory	a mistake	gray	0
 cheap	 pain	brown	1
 pain	 cheap	orange	1
a cheek	a roof	a story	0
purple	a story	a roof	0
an item	the ground	a vein	0
a teacher	a vein	the ground	0
 child	a business	 power	0
the ground	 power	a business	0
gray	to disturb	 other	0
 source	 other	to disturb	0
black	a boot	a nose	1
a boot	black	 people	0
 chest	 people	black	0
 power	a business	to read	1
a business	 power	the ground	1
 under	a table	 country	1
a table	 under	to believe	1
a corner	a needle	to forget	1
a needle	a corner	a knife	0
to forget	a knife	a corner	0
 child	a business	 power	0
the ground	 power	a business	0
blue	to lose	to win	0
 weak	to win	to lose	0
 noise	pink	 thick	1
pink	 noise	to seek	1
a shirt	a toe	a collar	0
a ladder	a collar	a toe	0
to teach	a bed	a month	1
a bed	to teach	to sell	0
a grandfather	to sell	to teach	1
to sell	a grandfather	 clever	0
orange	 clever	a grandfather	1
 clever	orange	 money	0
 naked	 grief	 weight	1
 grief	 naked	 truth	0
 noise	 truth	 naked	1
 truth	 noise	 milk	0
to add	 milk	 noise	1
 milk	to add	an item	0
 other	a leg	white	1
a leg	 other	to forget	0
a picture	to forget	 other	1
to forget	a picture	to deceive	0
a mistake	to deceive	a picture	1
to deceive	a mistake	a cheek	0
to eat	a thigh	 other	1
a thigh	to eat	a shirt	0
 hair	a shirt	to eat	1
a shirt	 hair	to speak	0
 week	to speak	 hair	0
a collar	the ground	to disturb	1
the ground	a collar	 hair	0
to speak	 hair	a collar	0
to carry	 source	a pillow	1
 source	to carry	 pain	0
 weight	 pain	to carry	1
 pain	 weight	 clothes	0
 hair	 clothes	 weight	1
 clothes	 hair	to speak	0
a teacher	a collar	 source	1
a collar	a teacher	to sell	0
to grow	to sell	a teacher	1
to sell	to grow	a roof	0
a nest	a roof	to grow	1
a roof	a nest	an arm	0
 soft	a heel	a shoe	1
a heel	 soft	 grass	0
a collar	 grass	 soft	1
 grass	a collar	a teacher	0
to sell	a teacher	a collar	1
a teacher	to sell	to grow	0
 pain	to carry	 clothes	1
to carry	 pain	 weight	0
a nose	 weight	 pain	1
 weight	a nose	a ladder	0
 powerful	a ladder	a nose	1
a ladder	 powerful	to choose	0
a pillow	a reason	a box	1
a reason	a pillow	brown	0
 source	brown	a pillow	1
brown	 source	to carry	0
 pain	to carry	 source	1
to carry	 pain	 weight	0
 people	to destroy	a grandfather	1
to destroy	 people	yellow	0
a gift	yellow	 people	1
yellow	a gift	green	0
a word	green	a gift	1
green	a word	 weak	0
to choose	 powerful	to hear	1
 powerful	to choose	the ground	0
 meat	the ground	to choose	1
the ground	 meat	 grief	0
 weight	 grief	 meat	1
 grief	 weight	 clothes	0
to grow	to sell	a grandfather	1
to sell	to grow	a nose	0
a ladder	a nose	to grow	1
a nose	a ladder	a nest	0
an arm	a nest	a ladder	1
a nest	an arm	white	0
purple	to disturb	 cheap	1
to disturb	purple	a gift	0
green	a gift	purple	1
a gift	green	to seek	0
a reason	to seek	green	1
to seek	a reason	a pillow	0
a gift	blue	a word	1
blue	a gift	green	0
to seek	green	a gift	1
green	to seek	a reason	0
a pillow	a reason	to seek	1
a reason	a pillow	a month	0
a heel	 life	a vein	1
 life	a heel	blue	0
a chair	blue	a heel	1
blue	a chair	to teach	0
a bed	to teach	a chair	1
to teach	a bed	a month	0
a business	a knife	to lose	1
a knife	a business	a vein	0
 country	a vein	a business	1
a vein	 country	yellow	0
a table	yellow	 country	1
yellow	a table	to arrive	0
 soft	a heel	a shoe	1
a heel	 soft	 grass	0
a collar	 grass	 soft	1
 grass	a collar	 hair	0
to speak	 hair	a collar	1
 hair	to speak	a bed	0
a shirt	to eat	a boot	1
to eat	a shirt	 hair	0
to speak	 hair	a shirt	1
 hair	to speak	 week	0
 sick	 week	to speak	1
 week	 sick	red	0
a bed	to teach	to sell	1
to teach	a bed	brown	0
 source	brown	a bed	1
brown	 source	to carry	0
 pain	to carry	 source	1
to carry	 pain	 weight	0
to sell	a teacher	a bed	1
a teacher	to sell	to grow	0
a roof	to grow	to sell	1
to grow	a roof	 powerful	0
to choose	 powerful	a roof	1
 powerful	to choose	the ground	0
to melt	a boot	a shoe	1
a boot	to melt	 dirt	0
to disturb	 dirt	to melt	1
 dirt	to disturb	purple	0
a chair	purple	to disturb	1
purple	a chair	to teach	0
to eat	a thigh	 other	1
a thigh	to eat	a shirt	0
 hair	a shirt	to eat	1
a shirt	 hair	gray	0
 famous	gray	 hair	1
gray	 famous	to destroy	0
a month	a bed	brown	1
a bed	a month	to win	0
a nose	to win	a month	1
to win	a nose	a ladder	0
 powerful	a ladder	a nose	1
a ladder	 powerful	to hear	0
 clothes	 weight	a nose	1
 weight	 clothes	gray	0
a word	gray	 clothes	1
gray	a word	 weak	0
 dish	 weak	a word	1
 weak	 dish	a boot	0
a fish	to read	 thick	1
to read	a fish	a boot	0
blue	a boot	a fish	1
a boot	blue	a word	0
 weak	a word	blue	1
a word	 weak	 memory	0
a roof	to grow	a nose	1
to grow	a roof	a nest	0
an arm	a nest	a roof	1
a nest	an arm	 other	0
to forget	 other	an arm	1
 other	to forget	a picture	0
a toe	a story	a fish	1
a story	a toe	a shoe	1
 memory	 thick	a knife	1
 thick	 memory	to know	0
 life	to know	 memory	1
to know	 life	a heel	0
 soft	a heel	 life	1
a heel	 soft	 grass	0
white	a leg	to eat	0
a shirt	to eat	a leg	1
to eat	a shirt	gray	0
 famous	gray	a shirt	1
gray	 famous	to destroy	0
 people	to destroy	 famous	1
a word	black	pink	1
black	a word	 weak	0
 dish	 weak	a word	1
 weak	 dish	 thin	0
 memory	 thin	 dish	1
 thin	 memory	to know	1
an arm	a nest	to steal	1
a nest	an arm	white	0
a word	white	an arm	1
white	a word	 week	0
 sick	 week	a word	1
 week	 sick	to bother	0
orange	 clever	to choose	1
 clever	orange	 money	0
a corner	 money	orange	1
 money	a corner	a woman	0
a message	a woman	a corner	1
a woman	a message	a story	0
to hear	 power	to choose	1
 power	to hear	 life	0
a vein	 life	to hear	1
 life	a vein	 country	0
a cloud	 country	a vein	1
 country	a cloud	black	0
to know	 memory	 naked	1
 memory	to know	 life	0
a vein	 life	to know	1
 life	a vein	 country	0
yellow	 country	a vein	1
 country	yellow	a gift	1
to win	a month	 sick	0
to bother	 sick	a month	1
 sick	to bother	 cheap	0
 gentle	 cheap	to bother	1
 cheap	 gentle	 grass	1
a heel	 life	a vein	1
 life	a heel	a shoe	0
to melt	a shoe	a heel	1
a shoe	to melt	 dirt	0
to disturb	 dirt	to melt	1
 dirt	to disturb	purple	0
 meat	the ground	a collar	1
the ground	 meat	a boot	0
blue	a boot	 meat	1
a boot	blue	a word	0
 weak	a word	blue	1
a word	 weak	 dish	0
 weight	 pain	 naked	1
 pain	 weight	 clothes	0
gray	 clothes	 weight	1
 clothes	gray	 famous	0
to destroy	 famous	gray	1
 famous	to destroy	a grandfather	0
a knife	to melt	 dirt	1
to melt	a knife	a business	1
 sad	to win	a nose	1
to win	 sad	red	0
pink	red	 sad	1
red	pink	a shelf	1
 other	an arm	to eat	1
an arm	 other	to forget	0
 life	to forget	 other	1
to forget	 life	a heel	1
a nose	to lose	 sad	1
to lose	a nose	a ladder	0
 powerful	a ladder	a nose	1
a ladder	 powerful	to choose	0
the ground	to choose	 powerful	1
to choose	the ground	 meat	0
to destroy	 famous	to choose	1
 famous	to destroy	 people	0
yellow	 people	to destroy	1
 people	yellow	a gift	0
green	a gift	yellow	1
a gift	green	to seek	0
 life	 people	yellow	1
 people	 life	a heel	0
a shoe	a heel	 life	1
a heel	a shoe	to melt	1
a woman	a corner	a thigh	1
a corner	a woman	a message	0
to deceive	a message	a woman	1
a message	to deceive	a mistake	0
a cheek	a mistake	to deceive	1
a mistake	a cheek	 under	0
 under	a cheek	a ladder	1
a cheek	 under	 chest	0
to read	 chest	 under	1
 chest	to read	a fish	0
a boot	a fish	to read	0
a box	to forget	a picture	1
to forget	a box	to steal	0
a grandfather	to steal	a box	1
to steal	a grandfather	 clever	0
orange	 clever	a grandfather	0
to win	a month	 sick	1
a month	to win	 sad	0
red	 sad	to win	1
 sad	red	a gift	0
green	a gift	red	1
a gift	green	to seek	1
a gift	red	a word	1
red	a gift	green	1
to read	 chest	to eat	1
 chest	to read	a fish	1
a fish	a story	a toe	1
a story	a fish	 grief	0
 naked	 grief	a fish	0
 milk	 noise	purple	1
 noise	 milk	to add	0
an item	to add	 milk	0
a ladder	a nose	 under	1
a nose	a ladder	 powerful	0
to choose	 powerful	a ladder	1
 powerful	to choose	the ground	0
 meat	the ground	to choose	1
the ground	 meat	a boot	0
to steal	a box	a thigh	1
a box	to steal	a grandfather	0
 clever	a grandfather	to steal	1
a grandfather	 clever	to choose	1
a table	white	 source	1
white	a table	to arrive	0
a needle	to arrive	a table	1
to arrive	a needle	a business	0
 child	a business	a needle	1
a business	 child	a leg	0
a pillow	a reason	a box	1
a reason	a pillow	brown	0
 power	brown	a pillow	0
to disturb	 dirt	a collar	1
 dirt	to disturb	purple	0
a shelf	purple	to disturb	1
purple	a shelf	a thigh	0
to eat	a thigh	a shelf	1
a thigh	to eat	a boot	0
to teach	a table	to arrive	1
a table	to teach	a bed	0
brown	a bed	to teach	1
a bed	brown	 power	0
to hear	 power	brown	1
 power	to hear	 life	0
a story	a message	to deceive	1
a message	a story	a toe	0
a shoe	a toe	a story	1
a toe	a shoe	to melt	0
 dirt	to melt	a shoe	0
to choose	 power	to hear	1
 power	to choose	the ground	0
 meat	the ground	to choose	1
the ground	 meat	a boot	0
blue	a boot	 meat	0
 sad	to win	a nose	1
to win	 sad	red	0
pink	red	 sad	0
to hear	 power	to choose	1
 power	to hear	 thick	0
 memory	 thick	to hear	1
 thick	 memory	to know	1
 life	to bother	 cheap	1
to bother	 life	a heel	1
yellow	 other	to forget	1
 other	yellow	a shelf	0
a thigh	a shelf	yellow	1
a shelf	a thigh	 other	1
 soft	a toe	a shoe	1
a toe	 soft	 grass	1
a thigh	a shelf	to arrive	1
a shelf	a thigh	to eat	0
 grief	to eat	a thigh	1
to eat	 grief	 weight	0
 clothes	 weight	 grief	1
 weight	 clothes	gray	0
black	a cloud	 famous	1
a cloud	black	pink	0
a shelf	pink	black	1
pink	a shelf	a thigh	0
 other	a thigh	a shelf	0
to melt	a shoe	 soft	1
a shoe	to melt	 dirt	0
to disturb	 dirt	to melt	1
 dirt	to disturb	purple	1
a word	green	to seek	1
green	a word	 weak	0
 dish	 weak	a word	1
 weak	 dish	 thin	0
 memory	 thin	 dish	1
 thin	 memory	to know	0
 sick	a month	to win	0
 sad	to win	a month	1
to win	 sad	red	0
a word	red	 sad	0
 clothes	 weight	a nose	1
 weight	 clothes	gray	0
a word	gray	 clothes	1
gray	a word	 weak	0
 dish	 weak	a word	1
 weak	 dish	 thin	0
yellow	to arrive	a nest	0
to eat	a nest	to arrive	1
a nest	to eat	 clothes	0
 money	 clothes	to eat	1
 clothes	 money	the ground	0
brown	the ground	 money	1
an item	white	a word	0
 cheap	a word	white	1
a word	 cheap	a shirt	0
 money	a shirt	 cheap	1
a shirt	 money	the ground	0
brown	the ground	 money	1
to lose	 famous	 sick	0
 memory	 sick	 famous	0
to arrive	to deceive	 sad	0
 memory	 sad	to deceive	1
 sad	 memory	a bed	1
 thin	 soft	 noise	1
 soft	 thin	 under	1
 money	 clothes	to grow	1
 clothes	 money	the ground	0
brown	the ground	 money	1
the ground	brown	a word	1
 sad	to deceive	to arrive	1
to deceive	 sad	to carry	1
an item	black	a word	0
 cheap	a word	black	1
a word	 cheap	a shirt	1
a leg	a corner	 famous	1
a corner	a leg	to teach	1
to deceive	 pain	a bed	1
 pain	to deceive	 sad	0
to carry	 sad	to deceive	0
to believe	to sell	to arrive	0
a nest	to arrive	to sell	0
a cheek	an item	a picture	0
to win	a picture	an item	0
a boot	to disturb	a story	0
a month	a story	to disturb	1
a story	a month	 week	0
to disturb	 week	a month	0
 weight	a grandfather	a mistake	1
a grandfather	 weight	to steal	0
a toe	to steal	 weight	0
a fish	a ladder	 grief	1
a ladder	a fish	 clothes	1
 cheap	a word	a heel	1
a word	 cheap	a shirt	1
orange	a cheek	 soft	0
 thin	 soft	a cheek	0
 weak	to add	a message	0
an arm	a message	to add	0
orange	a cheek	 soft	0
 thin	 soft	a cheek	0
a corner	 dirt	to choose	1
 dirt	a corner	a leg	0
to teach	a leg	a corner	0
an item	white	 dirt	1
white	an item	a cheek	1
a pillow	to forget	a message	0
an arm	a message	to forget	0
 source	 life	 weight	1
 life	 source	a vein	1
black	a story	a month	0
 week	a month	a story	1
a month	 week	to disturb	1
to disturb	a month	 week	0
 memory	 week	a month	0
to hear	blue	 dirt	1
blue	to hear	 meat	1
a fish	a ladder	 grief	1
a ladder	a fish	a collar	1
brown	a roof	a fish	0
a collar	a fish	a roof	0
to deceive	 pain	a bed	1
 pain	to deceive	 sad	0
to carry	 sad	to deceive	0
 dish	 naked	 money	1
 naked	 dish	green	0
 dirt	green	 dish	0
to lose	 clever	white	1
 clever	to lose	to melt	0
a woman	to melt	to lose	0
to read	a collar	to grow	1
a collar	to read	 meat	1
a thigh	to choose	yellow	1
to choose	a thigh	 other	0
a box	 other	a thigh	1
 other	a box	 child	1
 meat	to speak	a heel	0
a ladder	a heel	to speak	1
a heel	a ladder	a fish	1
 thin	 gentle	 noise	1
 gentle	 thin	 under	1
a grandfather	 country	to forget	1
 country	a grandfather	a mistake	1
 dirt	gray	a word	0
 cheap	a word	gray	1
a word	 cheap	to believe	1
 famous	a shelf	 gentle	0
 noise	 gentle	a shelf	1
 gentle	 noise	a boot	1
to believe	 money	the ground	0
brown	the ground	 money	1
the ground	brown	a word	1
a shoe	a pillow	 thick	0
a knife	 thick	a pillow	0
 clever	an arm	a gift	0
a picture	a gift	an arm	1
a gift	a picture	to win	1
to teach	an arm	 other	1
an arm	to teach	 naked	1
a leg	a corner	 famous	1
a corner	a leg	a gift	1
 pain	 under	 grief	0
a bed	 grief	 under	0
a pillow	 people	to forget	0
a message	to forget	 people	1
to forget	a message	an arm	1
a corner	 grass	to choose	1
 grass	a corner	a leg	0
to teach	a leg	a corner	0
 people	a boot	 life	1
a boot	 people	to forget	0
a message	to forget	 people	1
to forget	a message	an arm	1
 truth	a needle	 grass	0
to choose	 grass	a needle	0
brown	the ground	to choose	1
the ground	brown	a shelf	1
a toe	to steal	to arrive	0
a nest	to arrive	to steal	0
a shoe	a bed	 thick	1
a bed	a shoe	 life	1
 gentle	a table	pink	0
 dirt	pink	a table	0
blue	 hair	 money	0
the ground	 money	 hair	1
 money	the ground	to choose	1
pink	a chair	 gentle	0
 noise	 gentle	a chair	1
 gentle	 noise	a boot	1
 memory	 sick	to carry	1
 sick	 memory	a roof	1
a pillow	to forget	a message	0
an arm	a message	to forget	0
to arrive	to steal	a toe	1
to steal	to arrive	a nest	1
 naked	to teach	a cloud	0
purple	a cloud	to teach	0
a leg	a corner	 famous	1
a corner	a leg	to teach	1
 power	purple	 hair	0
 money	 hair	purple	0
a table	to carry	to steal	0
to arrive	to steal	to carry	0
 people	a boot	 life	1
a boot	 people	to forget	0
a message	to forget	 people	1
to forget	a message	an arm	1
to bother	to win	to melt	1
to win	to bother	a pillow	1
 memory	 sick	to carry	1
 sick	 memory	a roof	1
a table	to carry	to steal	0
to arrive	to steal	to carry	0
 money	 naked	 dish	0
green	 dish	 naked	1
 dish	green	a teacher	1
a mistake	a grandfather	 weight	0
to steal	 weight	a grandfather	1
 weight	to steal	to arrive	1
a word	to carry	to teach	1
to carry	a word	 pain	0
a gift	 pain	a word	0
 power	 clever	a story	1
 clever	 power	a chair	1
green	 child	to forget	1
 child	green	a nest	1
 source	a shirt	to bother	1
a shirt	 source	 thin	0
a picture	 thin	 source	0
a heel	a collar	 source	1
a collar	a heel	 naked	1
a bed	black	a shelf	0
 hair	a shelf	black	0
red	a nose	a family	1
a nose	red	a message	1
 memory	a gift	to speak	1
a gift	 memory	a boot	1
 power	 clever	a story	1
 clever	 power	a chair	1
a family	a cheek	red	0
a nest	red	a cheek	0
an item	to grow	 grass	0
to deceive	 grass	to grow	0
a grandfather	a table	 famous	1
a table	a grandfather	a roof	1
a mistake	 country	 people	0
to add	 people	 country	0
 thin	 source	a ladder	1
 source	 thin	 dish	1
to destroy	to teach	to forget	0
 weak	to forget	to teach	0
 money	 meat	 chest	1
 meat	 money	a vein	1
 famous	a chair	a grandfather	0
 milk	a grandfather	a chair	0
 pain	a word	the ground	1
a word	 pain	a gift	1
a collar	a nest	to speak	1
a nest	a collar	a heel	0
a shirt	a heel	a collar	0
a cheek	a shoe	a shirt	0
a heel	a shirt	a shoe	0
 money	to eat	black	1
to eat	 money	a vein	0
 soft	a vein	 money	0
pink	a story	to seek	0
gray	to seek	a story	0
blue	an item	 memory	1
an item	blue	a nest	1
to disturb	to melt	 dish	1
to melt	to disturb	orange	1
a cloud	to read	pink	1
to read	a cloud	 child	0
green	 child	a cloud	1
 child	green	a shelf	1
blue	an item	 memory	0
a boot	 memory	an item	1
 memory	a boot	a shirt	0
 source	a shirt	a boot	1
a shirt	 source	 thin	0
 dish	 thin	 source	0
to know	to win	 grass	1
to win	to know	to add	1
a pillow	a boot	a shirt	0
 source	a shirt	a boot	0
a cheek	a heel	 naked	1
a heel	a cheek	a family	1
a collar	a nest	to speak	1
a nest	a collar	 source	1
a shirt	a shoe	a cheek	1
a shoe	a shirt	to bother	1
 child	gray	a shelf	0
a grandfather	a shelf	gray	0
to win	 weak	a picture	0
 country	a picture	 weak	1
a picture	 country	a mistake	1
to steal	a month	 noise	0
to lose	 noise	a month	1
 noise	to lose	to know	1
 truth	green	a shelf	1
green	 truth	to believe	0
to add	to believe	 truth	0
to arrive	 hair	to bother	1
 hair	to arrive	an arm	1
a shoe	brown	a leg	1
brown	a shoe	a cheek	1
 other	 soft	a nose	1
 soft	 other	a knife	0
 cheap	a knife	 other	0
a table	a thigh	to hear	0
a cloud	to hear	a thigh	1
to hear	a cloud	to eat	1
 grass	to win	to know	0
to add	to know	to win	1
to know	to add	a needle	1
 hair	a shelf	a grandfather	0
a roof	a grandfather	a shelf	0
 other	 soft	a nose	1
 soft	 other	a knife	1
a shirt	a boot	a pillow	1
a boot	a shirt	 source	1
 famous	a chair	a grandfather	0
 milk	a grandfather	a chair	0
a cheek	a heel	 naked	1
a heel	a cheek	a family	1
orange	to disturb	to sell	0
a business	to sell	to disturb	0
to arrive	 hair	to bother	1
 hair	to arrive	an arm	1
 other	 gentle	a nose	1
 gentle	 other	a knife	1
a shelf	green	 truth	1
green	a shelf	 hair	1
to disturb	to melt	 dish	1
to melt	to disturb	orange	1
a corner	 milk	 money	0
a vein	 money	 milk	0
 soft	a vein	a toe	1
a vein	 soft	a nose	1
to bother	a shirt	 source	0
 thin	 source	a shirt	1
 source	 thin	a picture	1
a picture	 thick	 dish	1
 thick	a picture	 country	1
a boot	 memory	brown	0
a shoe	brown	 memory	0
 sick	 naked	to bother	1
 naked	 sick	purple	1
brown	 grief	a gift	0
 memory	a gift	 grief	1
a gift	 memory	a boot	1
a heel	a collar	 source	1
a collar	a heel	a cheek	1
a mistake	 country	 people	0
to add	 people	 country	0
a story	 power	a chair	1
 power	a story	to seek	1
white	 chest	to hear	1
 chest	white	a leg	1
a gift	 pain	brown	0
a leg	brown	 pain	1
brown	a leg	a table	1
to speak	a box	 hair	1
a box	to speak	a cloud	1
 meat	blue	a message	0
 powerful	a message	blue	0
to arrive	 hair	to bother	1
 hair	to arrive	an arm	1
a business	to sell	 thick	1
to sell	a business	 weight	1
a pillow	a boot	a shirt	0
to bother	a shirt	a boot	0
a story	 powerful	a chair	1
 powerful	a story	to seek	1
a toe	a knife	 cheap	1
a knife	a toe	 naked	1
 thick	to destroy	 grass	1
to destroy	 thick	a picture	1
a vein	 money	a business	0
 weight	a business	 money	0
 dish	to bother	a heel	0
a picture	a heel	to bother	0
an arm	 chest	 noise	1
 chest	an arm	 people	0
a shoe	 people	an arm	0
 soft	the ground	 gentle	1
the ground	 soft	to steal	1
a nest	a business	 sad	1
a business	a nest	 country	1
 soft	the ground	 gentle	1
the ground	 soft	a gift	1
a cheek	to eat	pink	1
to eat	a cheek	a word	1
 memory	 power	to lose	1
 power	 memory	a woman	1
to believe	 cheap	purple	0
 thick	purple	 cheap	0
a heel	to disturb	a pillow	0
a reason	a pillow	to disturb	0
an item	a roof	a grandfather	1
a roof	an item	 cheap	0
to believe	 cheap	an item	0
a shoe	 people	 dish	1
 people	a shoe	a story	1
a woman	 memory	gray	1
 memory	a woman	 chest	1
 under	 weight	 hair	1
 weight	 under	a collar	1
a shirt	an item	 cheap	0
to believe	 cheap	an item	0
to teach	a thigh	 people	0
a shoe	 people	a thigh	0
 noise	 chest	to teach	1
 chest	 noise	a vein	1
 clever	to seek	to grow	0
to eat	to grow	to seek	1
to grow	to eat	a cheek	0
a word	a cheek	to eat	0
 week	to speak	a shelf	1
to speak	 week	a boot	1
a nose	 pain	gray	1
 pain	a nose	a ladder	1
 sick	a table	white	0
 dirt	white	a table	1
white	 dirt	a needle	1
a grandfather	a ladder	an item	0
 cheap	an item	a ladder	1
an item	 cheap	to believe	1
a table	a needle	to deceive	0
 powerful	to deceive	a needle	1
to deceive	 powerful	to lose	1
 famous	 weak	to hear	1
 weak	 famous	a family	0
to arrive	a family	 famous	0
to forget	to melt	orange	1
to melt	to forget	 dish	0
a month	 dish	to forget	0
white	a bed	a teacher	1
a bed	white	to seek	1
 meat	to destroy	a business	0
a nest	a business	to destroy	1
a business	a nest	 country	1
a ladder	a nose	a word	0
a leg	a word	a nose	1
a word	a leg	 people	0
 dish	 people	a leg	0
 noise	 chest	to teach	0
 clothes	to teach	 chest	1
to teach	 clothes	a message	0
red	a message	 clothes	0
